SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,PONTE VILA FORMOSA (18K/01H),,
,Caudal médio diário (m3/s),FLAG,
16/02/1987 00:00,10.46,(vco),
17/02/1987 00:00,13.28,(vco),
18/02/1987 00:00,11.36,(vco),
19/02/1987 00:00,9.58,(vco),
20/02/1987 00:00,8.47,(vco),
21/02/1987 00:00,8.47,(vco),
22/02/1987 00:00,9.02,(vco),
23/02/1987 00:00,14.99,(vco),
24/02/1987 00:00,19.86,(vco),
25/02/1987 00:00,96.79,(vco),
26/02/1987 00:00,20.66,(vco),
27/02/1987 00:00,14.99,(vco),
28/02/1987 00:00,12.95,(vco),
01/03/1987 00:00,11.99,(vco),
02/03/1987 00:00,10.75,(vco),
03/03/1987 00:00,9.58,(vco),
04/03/1987 00:00,8.74,(vco),
05/03/1987 00:00,8.21,(vco),
06/03/1987 00:00,7.68,(vco),
07/03/1987 00:00,7.17,(vco),
08/03/1987 00:00,6.93,(vco),
09/03/1987 00:00,6.68,(vco),
10/03/1987 00:00,6.44,(vco),
11/03/1987 00:00,6.21,(vco),
12/03/1987 00:00,5.75,(vco),
13/03/1987 00:00,5.52,(vco),
14/03/1987 00:00,5.52,(vco),
15/03/1987 00:00,5.3,(vco),
16/03/1987 00:00,4.88,(vco),
17/03/1987 00:00,4.27,(vco),
18/03/1987 00:00,3.88,(vco),
19/03/1987 00:00,3.51,(vco),
20/03/1987 00:00,3.34,(vco),
21/03/1987 00:00,3.16,(vco),
22/03/1987 00:00,2.99,(vco),
23/03/1987 00:00,2.83,(vco),
24/03/1987 00:00,2.83,(vco),
25/03/1987 00:00,4.67,(vco),
26/03/1987 00:00,6.68,(vco),
27/03/1987 00:00,5.3,(vco),
28/03/1987 00:00,4.27,(vco),
29/03/1987 00:00,3.88,(vco),
30/03/1987 00:00,3.16,(vco),
31/03/1987 00:00,2.67,(vco),
01/04/1987 00:00,2.51,(vco),
02/04/1987 00:00,2.36,(vco),
03/04/1987 00:00,2.51,(vco),
04/04/1987 00:00,4.67,(vco),
05/04/1987 00:00,5.52,(vco),
06/04/1987 00:00,5.3,(vco),
07/04/1987 00:00,20.66,(vco),
08/04/1987 00:00,37.06,(vco),
09/04/1987 00:00,34.96,(vco),
10/04/1987 00:00,14.64,(vco),
11/04/1987 00:00,11.67,(vco),
12/04/1987 00:00,10.16,(vco),
13/04/1987 00:00,8.74,(vco),
14/04/1987 00:00,7.68,(vco),
15/04/1987 00:00,6.68,(vco),
16/04/1987 00:00,6.21,(vco),
17/04/1987 00:00,7.68,(vco),
18/04/1987 00:00,6.68,(vco),
19/04/1987 00:00,5.97,(vco),
20/04/1987 00:00,5.3,(vco),
21/04/1987 00:00,4.67,(vco),
22/04/1987 00:00,4.07,(vco),
23/04/1987 00:00,3.7,(vco),
24/04/1987 00:00,3.34,(vco),
25/04/1987 00:00,3.51,(vco),
26/04/1987 00:00,4.07,(vco),
27/04/1987 00:00,3.7,(vco),
28/04/1987 00:00,3.34,(vco),
29/04/1987 00:00,2.99,(vco),
30/04/1987 00:00,2.99,(vco),
01/05/1987 00:00,2.67,(vco),
02/05/1987 00:00,2.36,(vco),
03/05/1987 00:00,2.07,(vco),
04/05/1987 00:00,1.79,(vco),
05/05/1987 00:00,1.42,(vco),
06/05/1987 00:00,1.08,(vco),
07/05/1987 00:00,0.88,(vco),
08/05/1987 00:00,0.61,(vco),
09/05/1987 00:00,0.46,(vco),
10/05/1987 00:00,0.27,(vco),
11/05/1987 00:00,0.13,(vco),
12/05/1987 00:00,0.09,(vco),
13/05/1987 00:00,0.09,(vco),
14/05/1987 00:00,0.09,(vco),
15/05/1987 00:00,0.09,(vco),
16/05/1987 00:00,0.09,(vco),
17/05/1987 00:00,0.09,(vco),
18/05/1987 00:00,0.09,(vco),
19/05/1987 00:00,0.09,(vco),
20/05/1987 00:00,0.06,(vco),
21/05/1987 00:00,0.06,(vco),
22/05/1987 00:00,0.04,(vco),
23/05/1987 00:00,0.01,(vco),
24/05/1987 00:00,0,(vco),
25/05/1987 00:00,0,(vco),
26/05/1987 00:00,0,(vco),
27/05/1987 00:00,0,(vco),
28/05/1987 00:00,0,(vco),
29/05/1987 00:00,0,(vco),
30/05/1987 00:00,0,(vco),
31/05/1987 00:00,0,(vco),
01/06/1987 00:00,0,(vco),
02/06/1987 00:00,0,(vco),
03/06/1987 00:00,0,(vco),
04/06/1987 00:00,0,(vco),
05/06/1987 00:00,0,(vco),
06/06/1987 00:00,0,(vco),
07/06/1987 00:00,0,(vco),
08/06/1987 00:00,0,(vco),
09/06/1987 00:00,0,(vco),
10/06/1987 00:00,0,(vco),
11/06/1987 00:00,0,(vco),
12/06/1987 00:00,0,(vco),
13/06/1987 00:00,0,(vco),
14/06/1987 00:00,0,(vco),
15/06/1987 00:00,0,(vco),
16/06/1987 00:00,0,(vco),
17/06/1987 00:00,0,(vco),
18/06/1987 00:00,0,(vco),
19/06/1987 00:00,0,(vco),
20/06/1987 00:00,0,(vco),
21/06/1987 00:00,0,(vco),
22/06/1987 00:00,0,(vco),
23/06/1987 00:00,0,(vco),
24/06/1987 00:00,0,(vco),
25/06/1987 00:00,0,(vco),
26/06/1987 00:00,0,(vco),
27/06/1987 00:00,0,(vco),
28/06/1987 00:00,0,(vco),
29/06/1987 00:00,0,(vco),
30/06/1987 00:00,0,(vco),
01/07/1987 00:00,0,(vco),
02/07/1987 00:00,0,(vco),
03/07/1987 00:00,0,(vco),
04/07/1987 00:00,0,(vco),
05/07/1987 00:00,0,(vco),
06/07/1987 00:00,0,(vco),
07/07/1987 00:00,0,(vco),
08/07/1987 00:00,0,(vco),
09/07/1987 00:00,0,(vco),
10/07/1987 00:00,0,(vco),
11/07/1987 00:00,0,(vco),
12/07/1987 00:00,0,(vco),
13/07/1987 00:00,0,(vco),
14/07/1987 00:00,0,(vco),
15/07/1987 00:00,0,(vco),
16/07/1987 00:00,0,(vco),
17/07/1987 00:00,0,(vco),
18/07/1987 00:00,0,(vco),
19/07/1987 00:00,0,(vco),
20/07/1987 00:00,0,(vco),
21/07/1987 00:00,0,(vco),
22/07/1987 00:00,0,(vco),
23/07/1987 00:00,0,(vco),
24/07/1987 00:00,0,(vco),
25/07/1987 00:00,0,(vco),
26/07/1987 00:00,0,(vco),
27/07/1987 00:00,0,(vco),
28/07/1987 00:00,0,(vco),
29/07/1987 00:00,0,(vco),
30/07/1987 00:00,0,(vco),
31/07/1987 00:00,0,(vco),
01/08/1987 00:00,0,(vco),
02/08/1987 00:00,0,(vco),
03/08/1987 00:00,0,(vco),
04/08/1987 00:00,0,(vco),
05/08/1987 00:00,0,(vco),
06/08/1987 00:00,0,(vco),
07/08/1987 00:00,0,(vco),
08/08/1987 00:00,0,(vco),
09/08/1987 00:00,0,(vco),
10/08/1987 00:00,0,(vco),
11/08/1987 00:00,0,(vco),
12/08/1987 00:00,0,(vco),
13/08/1987 00:00,0,(vco),
14/08/1987 00:00,0,(vco),
15/08/1987 00:00,0,(vco),
16/08/1987 00:00,0,(vco),
17/08/1987 00:00,0,(vco),
18/08/1987 00:00,0,(vco),
19/08/1987 00:00,0,(vco),
20/08/1987 00:00,0,(vco),
21/08/1987 00:00,0,(vco),
22/08/1987 00:00,0,(vco),
23/08/1987 00:00,0,(vco),
24/08/1987 00:00,0,(vco),
25/08/1987 00:00,0,(vco),
26/08/1987 00:00,0,(vco),
27/08/1987 00:00,0,(vco),
28/08/1987 00:00,0,(vco),
29/08/1987 00:00,0,(vco),
30/08/1987 00:00,0,(vco),
31/08/1987 00:00,0,(vco),
01/09/1987 00:00,0,(vco),
02/09/1987 00:00,0,(vco),
03/09/1987 00:00,0,(vco),
04/09/1987 00:00,0,(vco),
05/09/1987 00:00,0,(vco),
06/09/1987 00:00,0,(vco),
07/09/1987 00:00,0,(vco),
08/09/1987 00:00,0,(vco),
09/09/1987 00:00,0,(vco),
10/09/1987 00:00,0,(vco),
11/09/1987 00:00,0,(vco),
12/09/1987 00:00,0,(vco),
13/09/1987 00:00,0,(vco),
14/09/1987 00:00,0,(vco),
15/09/1987 00:00,0,(vco),
16/09/1987 00:00,0,(vco),
17/09/1987 00:00,0,(vco),
18/09/1987 00:00,0,(vco),
19/09/1987 00:00,0,(vco),
20/09/1987 00:00,0,(vco),
21/09/1987 00:00,0,(vco),
22/09/1987 00:00,0,(vco),
23/09/1987 00:00,0,(vco),
24/09/1987 00:00,0,(vco),
25/09/1987 00:00,0,(vco),
26/09/1987 00:00,0,(vco),
27/09/1987 00:00,0,(vco),
28/09/1987 00:00,0,(vco),
29/09/1987 00:00,0,(vco),
30/09/1987 00:00,0,(vco),
01/10/1987 00:00,0,(vco),
02/10/1987 00:00,0,(vco),
03/10/1987 00:00,0,(vco),
04/10/1987 00:00,0,(vco),
05/10/1987 00:00,0,(vco),
06/10/1987 00:00,0,(vco),
07/10/1987 00:00,0,(vco),
08/10/1987 00:00,0,(vco),
09/10/1987 00:00,0,(vco),
10/10/1987 00:00,0,(vco),
11/10/1987 00:00,0,(vco),
12/10/1987 00:00,0,(vco),
13/10/1987 00:00,0.01,(vco),
14/10/1987 00:00,0.01,(vco),
15/10/1987 00:00,0.01,(vco),
16/10/1987 00:00,0.01,(vco),
17/10/1987 00:00,0.01,(vco),
18/10/1987 00:00,0.01,(vco),
19/10/1987 00:00,0.01,(vco),
20/10/1987 00:00,0.02,(vco),
21/10/1987 00:00,0.04,(vco),
22/10/1987 00:00,0.05,(vco),
23/10/1987 00:00,0.08,(vco),
24/10/1987 00:00,0.13,(vco),
25/10/1987 00:00,0.16,(vco),
26/10/1987 00:00,0.2,(vco),
27/10/1987 00:00,0.24,(vco),
28/10/1987 00:00,0.27,(vco),
29/10/1987 00:00,0.32,(vco),
30/10/1987 00:00,0.39,(vco),
31/10/1987 00:00,0.5,(vco),
01/11/1987 00:00,0.55,(vco),
02/11/1987 00:00,0.47,(vco),
03/11/1987 00:00,0.41,(vco),
04/11/1987 00:00,0.45,(vco),
05/11/1987 00:00,0.41,(vco),
06/11/1987 00:00,0.39,(vco),
07/11/1987 00:00,0.38,(vco),
08/11/1987 00:00,0.54,(vco),
09/11/1987 00:00,0.8,(vco),
10/11/1987 00:00,0.6,(vco),
11/11/1987 00:00,0.4,(vco),
12/11/1987 00:00,0.37,(vco),
13/11/1987 00:00,0.35,(vco),
14/11/1987 00:00,0.76,(vco),
15/11/1987 00:00,0.93,(vco),
16/11/1987 00:00,0.81,(vco),
17/11/1987 00:00,0.66,(vco),
18/11/1987 00:00,0.63,(vco),
19/11/1987 00:00,0.43,(vco),
20/11/1987 00:00,0.37,(vco),
21/11/1987 00:00,0.35,(vco),
22/11/1987 00:00,0.35,(vco),
23/11/1987 00:00,0.35,(vco),
24/11/1987 00:00,0.35,(vco),
25/11/1987 00:00,0.35,(vco),
26/11/1987 00:00,0.34,(vco),
27/11/1987 00:00,0.32,(vco),
28/11/1987 00:00,0.32,(vco),
29/11/1987 00:00,0.32,(vco),
30/11/1987 00:00,0.32,(vco),
01/12/1987 00:00,0.32,(vco),
02/12/1987 00:00,0.33,(vco),
03/12/1987 00:00,2.46,(vco),
04/12/1987 00:00,7.49,(vco),
05/12/1987 00:00,5.05,(vco),
06/12/1987 00:00,4.46,(vco),
07/12/1987 00:00,3.91,(vco),
08/12/1987 00:00,6.14,(vco),
09/12/1987 00:00,13.76,(vco),
10/12/1987 00:00,23.54,(vco),
11/12/1987 00:00,28.37,(vco),
12/12/1987 00:00,24.93,(vco),
13/12/1987 00:00,82.94,(vco),
14/12/1987 00:00,35.5,(vco),
15/12/1987 00:00,38.77,(vco),
16/12/1987 00:00,17.42,(vco),
17/12/1987 00:00,15.1,(vco),
18/12/1987 00:00,10.36,(vco),
19/12/1987 00:00,8.56,(vco),
20/12/1987 00:00,7.43,(vco),
21/12/1987 00:00,6.47,(vco),
22/12/1987 00:00,5.92,(vco),
23/12/1987 00:00,5.5,(vco),
24/12/1987 00:00,5.05,(vco),
25/12/1987 00:00,4.7,(vco),
26/12/1987 00:00,4.62,(vco),
27/12/1987 00:00,4.45,(vco),
28/12/1987 00:00,4.37,(vco),
29/12/1987 00:00,4.45,(vco),
30/12/1987 00:00,4.37,(vco),
31/12/1987 00:00,4.68,(vco),
01/01/1988 00:00,5.84,(vco),
02/01/1988 00:00,4.79,(vco),
03/01/1988 00:00,5.28,(vco),
04/01/1988 00:00,5.27,(vco),
05/01/1988 00:00,4.94,(vco),
06/01/1988 00:00,12.96,(vco),
07/01/1988 00:00,10.41,(vco),
08/01/1988 00:00,7.3,(vco),
09/01/1988 00:00,6.83,(vco),
10/01/1988 00:00,6.57,(vco),
11/01/1988 00:00,6.27,(vco),
12/01/1988 00:00,6.07,(vco),
13/01/1988 00:00,28.35,(vco),
14/01/1988 00:00,30.2,(vco),
15/01/1988 00:00,82.36,(vco),
16/01/1988 00:00,29.43,(vco),
17/01/1988 00:00,13.68,(vco),
18/01/1988 00:00,10.79,(vco),
19/01/1988 00:00,10.85,(vco),
20/01/1988 00:00,9.36,(vco),
21/01/1988 00:00,8.11,(vco),
22/01/1988 00:00,7.42,(vco),
23/01/1988 00:00,7.04,(vco),
24/01/1988 00:00,7.2,(vco),
25/01/1988 00:00,9.67,(vco),
26/01/1988 00:00,20.02,(vco),
27/01/1988 00:00,111.16,(vco),
28/01/1988 00:00,18.3,(vco),
29/01/1988 00:00,94.33,(vco),
30/01/1988 00:00,30.17,(vco),
31/01/1988 00:00,16.39,(vco),
01/02/1988 00:00,15.78,(vco),
02/02/1988 00:00,14.35,(vco),
03/02/1988 00:00,11.08,(vco),
04/02/1988 00:00,21.67,(vco),
05/02/1988 00:00,13.78,(vco),
06/02/1988 00:00,15.86,(vco),
07/02/1988 00:00,16.4,(vco),
08/02/1988 00:00,10.34,(vco),
09/02/1988 00:00,9.32,(vco),
10/02/1988 00:00,8.53,(vco),
11/02/1988 00:00,7.65,(vco),
12/02/1988 00:00,7.42,(vco),
13/02/1988 00:00,7.2,(vco),
14/02/1988 00:00,6.78,(vco),
15/02/1988 00:00,6.37,(vco),
16/02/1988 00:00,6.07,(vco),
17/02/1988 00:00,5.97,(vco),
18/02/1988 00:00,5.78,(vco),
19/02/1988 00:00,5.5,(vco),
20/02/1988 00:00,5.4,(vco),
21/02/1988 00:00,5.31,(vco),
22/02/1988 00:00,5.38,(vco),
23/02/1988 00:00,11.93,(vco),
24/02/1988 00:00,7.89,(vco),
25/02/1988 00:00,6.63,(vco),
26/02/1988 00:00,5.5,(vco),
27/02/1988 00:00,4.92,(vco),
28/02/1988 00:00,4.62,(vco),
29/02/1988 00:00,4.45,(vco),
01/03/1988 00:00,4.21,(vco),
02/03/1988 00:00,3.98,(vco),
03/03/1988 00:00,3.98,(vco),
04/03/1988 00:00,4.91,(vco),
05/03/1988 00:00,5.25,(vco),
06/03/1988 00:00,4.46,(vco),
07/03/1988 00:00,4.06,(vco),
08/03/1988 00:00,3.76,(vco),
09/03/1988 00:00,3.47,(vco),
10/03/1988 00:00,3.2,(vco),
11/03/1988 00:00,2.94,(vco),
12/03/1988 00:00,2.57,(vco),
13/03/1988 00:00,2.34,(vco),
14/03/1988 00:00,2.29,(vco),
15/03/1988 00:00,2.18,(vco),
16/03/1988 00:00,2.07,(vco),
17/03/1988 00:00,1.97,(vco),
18/03/1988 00:00,1.83,(vco),
19/03/1988 00:00,1.69,(vco),
20/03/1988 00:00,1.6,(vco),
21/03/1988 00:00,1.51,(vco),
22/03/1988 00:00,1.43,(vco),
23/03/1988 00:00,1.31,(vco),
24/03/1988 00:00,1.19,(vco),
25/03/1988 00:00,1.09,(vco),
26/03/1988 00:00,1.02,(vco),
27/03/1988 00:00,0.98,(vco),
28/03/1988 00:00,0.92,(vco),
29/03/1988 00:00,0.89,(vco),
30/03/1988 00:00,0.86,(vco),
31/03/1988 00:00,0.83,(vco),
01/04/1988 00:00,0.83,(vco),
02/04/1988 00:00,0.77,(vco),
03/04/1988 00:00,0.71,(vco),
04/04/1988 00:00,0.74,(vco),
05/04/1988 00:00,0.86,(vco),
06/04/1988 00:00,0.9,(vco),
07/04/1988 00:00,0.86,(vco),
08/04/1988 00:00,0.8,(vco),
09/04/1988 00:00,0.84,(vco),
10/04/1988 00:00,0.77,(vco),
11/04/1988 00:00,1.6,(vco),
12/04/1988 00:00,9.64,(vco),
13/04/1988 00:00,6.29,(vco),
14/04/1988 00:00,4.32,(vco),
15/04/1988 00:00,3.32,(vco),
16/04/1988 00:00,2.78,(vco),
17/04/1988 00:00,2.48,(vco),
18/04/1988 00:00,2.66,(vco),
19/04/1988 00:00,10.11,(vco),
20/04/1988 00:00,7.47,(vco),
21/04/1988 00:00,5.18,(vco),
22/04/1988 00:00,4.27,(vco),
23/04/1988 00:00,3.98,(vco),
24/04/1988 00:00,3.27,(vco),
25/04/1988 00:00,2.65,(vco),
26/04/1988 00:00,2.24,(vco),
27/04/1988 00:00,1.9,(vco),
28/04/1988 00:00,1.56,(vco),
29/04/1988 00:00,1.31,(vco),
30/04/1988 00:00,1.16,(vco),
01/05/1988 00:00,1.1,(vco),
02/05/1988 00:00,1.25,(vco),
03/05/1988 00:00,1.31,(vco),
04/05/1988 00:00,1.7,(vco),
05/05/1988 00:00,2.91,(vco),
06/05/1988 00:00,5.68,(vco),
07/05/1988 00:00,5.65,(vco),
08/05/1988 00:00,4.11,(vco),
09/05/1988 00:00,3.25,(vco),
10/05/1988 00:00,7.43,(vco),
11/05/1988 00:00,5.11,(vco),
12/05/1988 00:00,4.58,(vco),
13/05/1988 00:00,5.85,(vco),
14/05/1988 00:00,4.61,(vco),
15/05/1988 00:00,3.9,(vco),
16/05/1988 00:00,3.07,(vco),
17/05/1988 00:00,2.57,(vco),
18/05/1988 00:00,2.18,(vco),
19/05/1988 00:00,1.8,(vco),
20/05/1988 00:00,1.53,(vco),
21/05/1988 00:00,1.31,(vco),
22/05/1988 00:00,1.09,(vco),
23/05/1988 00:00,0.89,(vco),
24/05/1988 00:00,0.77,(vco),
25/05/1988 00:00,0.72,(vco),
26/05/1988 00:00,0.61,(vco),
27/05/1988 00:00,0.52,(vco),
28/05/1988 00:00,0.45,(vco),
29/05/1988 00:00,0.39,(vco),
30/05/1988 00:00,0.34,(vco),
31/05/1988 00:00,0.29,(vco),
01/06/1988 00:00,0.23,(vco),
02/06/1988 00:00,0.18,(vco),
03/06/1988 00:00,0.14,(vco),
04/06/1988 00:00,0.12,(vco),
05/06/1988 00:00,0.11,(vco),
06/06/1988 00:00,0.11,(vco),
07/06/1988 00:00,0.1,(vco),
08/06/1988 00:00,0.09,(vco),
09/06/1988 00:00,0.09,(vco),
10/06/1988 00:00,1.4,(vco),
11/06/1988 00:00,1.32,(vco),
12/06/1988 00:00,1.5,(vco),
13/06/1988 00:00,14.77,(vco),
14/06/1988 00:00,12.78,(vco),
15/06/1988 00:00,11.62,(vco),
16/06/1988 00:00,9.02,(vco),
17/06/1988 00:00,9.99,(vco),
18/06/1988 00:00,7.67,(vco),
19/06/1988 00:00,5.38,(vco),
20/06/1988 00:00,3.97,(vco),
21/06/1988 00:00,4.48,(vco),
22/06/1988 00:00,5.88,(vco),
23/06/1988 00:00,5.27,(vco),
24/06/1988 00:00,3.89,(vco),
25/06/1988 00:00,3.16,(vco),
26/06/1988 00:00,5.23,(vco),
27/06/1988 00:00,6.12,(vco),
28/06/1988 00:00,4.38,(vco),
29/06/1988 00:00,4.68,(vco),
30/06/1988 00:00,9.12,(vco),
01/07/1988 00:00,6.13,(vco),
02/07/1988 00:00,4.64,(vco),
03/07/1988 00:00,3.91,(vco),
04/07/1988 00:00,74.8,(vco),
05/07/1988 00:00,33.25,(vco),
06/07/1988 00:00,13.54,(vco),
07/07/1988 00:00,10.08,(vco),
08/07/1988 00:00,8.2,(vco),
09/07/1988 00:00,7.32,(vco),
10/07/1988 00:00,6.47,(vco),
11/07/1988 00:00,5.41,(vco),
12/07/1988 00:00,4.46,(vco),
13/07/1988 00:00,3.44,(vco),
14/07/1988 00:00,2.63,(vco),
15/07/1988 00:00,2.08,(vco),
16/07/1988 00:00,1.8,(vco),
17/07/1988 00:00,1.58,(vco),
18/07/1988 00:00,1.27,(vco),
19/07/1988 00:00,1.08,(vco),
20/07/1988 00:00,0.98,(vco),
21/07/1988 00:00,0.89,(vco),
22/07/1988 00:00,0.77,(vco),
23/07/1988 00:00,0.66,(vco),
24/07/1988 00:00,0.58,(vco),
25/07/1988 00:00,0.54,(vco),
26/07/1988 00:00,0.49,(vco),
27/07/1988 00:00,0.45,(vco),
28/07/1988 00:00,0.39,(vco),
29/07/1988 00:00,0.35,(vco),
30/07/1988 00:00,0.31,(vco),
31/07/1988 00:00,0.23,(vco),
01/08/1988 00:00,0.18,(vco),
02/08/1988 00:00,0.14,(vco),
03/08/1988 00:00,0.12,(vco),
04/08/1988 00:00,0.1,(vco),
05/08/1988 00:00,0.07,(vco),
06/08/1988 00:00,0.05,(vco),
07/08/1988 00:00,0.03,(vco),
08/08/1988 00:00,0.02,(vco),
09/08/1988 00:00,0.01,(vco),
10/08/1988 00:00,0.01,(vco),
11/08/1988 00:00,0.01,(vco),
12/08/1988 00:00,0.01,(vco),
13/08/1988 00:00,0.01,(vco),
14/08/1988 00:00,0,(vco),
15/08/1988 00:00,0,(vco),
16/08/1988 00:00,0,(vco),
17/08/1988 00:00,0,(vco),
18/08/1988 00:00,0,(vco),
19/08/1988 00:00,0,(vco),
20/08/1988 00:00,0,(vco),
21/08/1988 00:00,0,(vco),
22/08/1988 00:00,0,(vco),
23/08/1988 00:00,0,(vco),
24/08/1988 00:00,0,(vco),
25/08/1988 00:00,0,(vco),
26/08/1988 00:00,0,(vco),
27/08/1988 00:00,0,(vco),
28/08/1988 00:00,0,(vco),
29/08/1988 00:00,0,(vco),
30/08/1988 00:00,0,(vco),
31/08/1988 00:00,0,(vco),
01/09/1988 00:00,0,(vco),
02/09/1988 00:00,0,(vco),
03/09/1988 00:00,0,(vco),
04/09/1988 00:00,0,(vco),
05/09/1988 00:00,0,(vco),
06/09/1988 00:00,0,(vco),
07/09/1988 00:00,0,(vco),
08/09/1988 00:00,0,(vco),
09/09/1988 00:00,0,(vco),
10/09/1988 00:00,0,(vco),
11/09/1988 00:00,0,(vco),
12/09/1988 00:00,0,(vco),
13/09/1988 00:00,0,(vco),
14/09/1988 00:00,0,(vco),
15/09/1988 00:00,0,(vco),
16/09/1988 00:00,0,(vco),
17/09/1988 00:00,0,(vco),
18/09/1988 00:00,0,(vco),
19/09/1988 00:00,0,(vco),
20/09/1988 00:00,0,(vco),
21/09/1988 00:00,0,(vco),
22/09/1988 00:00,0,(vco),
23/09/1988 00:00,0,(vco),
24/09/1988 00:00,0,(vco),
25/09/1988 00:00,0,(vco),
26/09/1988 00:00,0,(vco),
27/09/1988 00:00,0,(vco),
28/09/1988 00:00,0,(vco),
29/09/1988 00:00,0,(vco),
30/09/1988 00:00,0,(vco),
01/10/1988 00:00,0.01,(vco),
02/10/1988 00:00,0.01,(vco),
03/10/1988 00:00,0.01,(vco),
04/10/1988 00:00,0.01,(vco),
05/10/1988 00:00,0.02,(vco),
06/10/1988 00:00,0.05,(vco),
07/10/1988 00:00,0.05,(vco),
08/10/1988 00:00,0.05,(vco),
09/10/1988 00:00,0.05,(vco),
10/10/1988 00:00,0.07,(vco),
11/10/1988 00:00,0.11,(vco),
12/10/1988 00:00,0.18,(vco),
13/10/1988 00:00,0.29,(vco),
14/10/1988 00:00,0.5,(vco),
15/10/1988 00:00,0.4,(vco),
16/10/1988 00:00,0.33,(vco),
17/10/1988 00:00,0.35,(vco),
18/10/1988 00:00,0.32,(vco),
19/10/1988 00:00,0.94,(vco),
20/10/1988 00:00,1.69,(vco),
21/10/1988 00:00,0.64,(vco),
22/10/1988 00:00,0.32,(vco),
23/10/1988 00:00,0.3,(vco),
24/10/1988 00:00,0.29,(vco),
25/10/1988 00:00,0.29,(vco),
26/10/1988 00:00,0.29,(vco),
27/10/1988 00:00,0.41,(vco),
28/10/1988 00:00,0.58,(vco),
29/10/1988 00:00,0.87,(vco),
30/10/1988 00:00,0.59,(vco),
31/10/1988 00:00,0.49,(vco),
01/11/1988 00:00,0.51,(vco),
02/11/1988 00:00,0.47,(vco),
03/11/1988 00:00,0.43,(vco),
04/11/1988 00:00,0.41,(vco),
05/11/1988 00:00,0.44,(vco),
06/11/1988 00:00,0.45,(vco),
07/11/1988 00:00,0.47,(vco),
08/11/1988 00:00,2.63,(vco),
09/11/1988 00:00,8.29,(vco),
10/11/1988 00:00,3.62,(vco),
11/11/1988 00:00,2.3,(vco),
12/11/1988 00:00,1.73,(vco),
13/11/1988 00:00,1.41,(vco),
14/11/1988 00:00,1.18,(vco),
15/11/1988 00:00,0.99,(vco),
16/11/1988 00:00,0.83,(vco),
17/11/1988 00:00,0.71,(vco),
18/11/1988 00:00,0.63,(vco),
19/11/1988 00:00,0.58,(vco),
20/11/1988 00:00,0.56,(vco),
21/11/1988 00:00,0.54,(vco),
22/11/1988 00:00,0.51,(vco),
23/11/1988 00:00,0.51,(vco),
24/11/1988 00:00,0.51,(vco),
25/11/1988 00:00,0.54,(vco),
26/11/1988 00:00,1.18,(vco),
27/11/1988 00:00,1.35,(vco),
28/11/1988 00:00,1.09,(vco),
29/11/1988 00:00,0.8,(vco),
30/11/1988 00:00,0.69,(vco),
01/12/1988 00:00,1.11,(vco),
02/12/1988 00:00,2,(vco),
03/12/1988 00:00,1.57,(vco),
04/12/1988 00:00,1.23,(vco),
05/12/1988 00:00,1.02,(vco),
06/12/1988 00:00,0.89,(vco),
07/12/1988 00:00,0.8,(vco),
08/12/1988 00:00,0.74,(vco),
09/12/1988 00:00,0.64,(vco),
10/12/1988 00:00,0.56,(vco),
11/12/1988 00:00,0.54,(vco),
12/12/1988 00:00,0.51,(vco),
13/12/1988 00:00,0.51,(vco),
14/12/1988 00:00,0.51,(vco),
15/12/1988 00:00,0.51,(vco),
16/12/1988 00:00,0.47,(vco),
17/12/1988 00:00,0.43,(vco),
18/12/1988 00:00,0.43,(vco),
19/12/1988 00:00,0.43,(vco),
20/12/1988 00:00,0.41,(vco),
21/12/1988 00:00,0.39,(vco),
22/12/1988 00:00,0.39,(vco),
23/12/1988 00:00,0.39,(vco),
24/12/1988 00:00,0.39,(vco),
25/12/1988 00:00,0.39,(vco),
26/12/1988 00:00,0.37,(vco),
27/12/1988 00:00,0.35,(vco),
28/12/1988 00:00,0.35,(vco),
29/12/1988 00:00,0.35,(vco),
30/12/1988 00:00,0.35,(vco),
31/12/1988 00:00,0.31,(vco),
01/01/1989 00:00,0.25,(vco),
02/01/1989 00:00,0.25,(vco),
03/01/1989 00:00,0.25,(vco),
04/01/1989 00:00,0.25,(vco),
05/01/1989 00:00,0.25,(vco),
06/01/1989 00:00,0.27,(vco),
07/01/1989 00:00,0.29,(vco),
08/01/1989 00:00,0.3,(vco),
09/01/1989 00:00,0.32,(vco),
10/01/1989 00:00,0.32,(vco),
11/01/1989 00:00,0.48,(vco),
12/01/1989 00:00,3.14,(vco),
13/01/1989 00:00,1.87,(vco),
14/01/1989 00:00,1.32,(vco),
15/01/1989 00:00,1.04,(vco),
16/01/1989 00:00,0.83,(vco),
17/01/1989 00:00,0.74,(vco),
18/01/1989 00:00,0.66,(vco),
19/01/1989 00:00,0.56,(vco),
20/01/1989 00:00,0.51,(vco),
21/01/1989 00:00,0.51,(vco),
22/01/1989 00:00,0.51,(vco),
23/01/1989 00:00,0.51,(vco),
24/01/1989 00:00,0.51,(vco),
25/01/1989 00:00,0.47,(vco),
26/01/1989 00:00,0.88,(vco),
27/01/1989 00:00,1.12,(vco),
28/01/1989 00:00,0.77,(vco),
29/01/1989 00:00,0.66,(vco),
