SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,PONTE VILA FORMOSA (18K/01H),,
,Caudal médio diário (m3/s),FLAG,
25/04/1990 00:00,0.28,(vco),
26/04/1990 00:00,0.28,(vco),
27/04/1990 00:00,0.28,(vco),
28/04/1990 00:00,0.28,(vco),
29/04/1990 00:00,0.28,(vco),
30/04/1990 00:00,0.28,(vco),
01/05/1990 00:00,0.28,(vco),
02/05/1990 00:00,0.28,(vco),
03/05/1990 00:00,0.28,(vco),
04/05/1990 00:00,0.28,(vco),
05/05/1990 00:00,0.28,(vco),
06/05/1990 00:00,0.28,(vco),
07/05/1990 00:00,0.27,(vco),
08/05/1990 00:00,0.23,(vco),
09/05/1990 00:00,0.21,(vco),
10/05/1990 00:00,0.18,(vco),
11/05/1990 00:00,0.15,(vco),
12/05/1990 00:00,0.14,(vco),
13/05/1990 00:00,0.14,(vco),
14/05/1990 00:00,0.14,(vco),
15/05/1990 00:00,0.13,(vco),
16/05/1990 00:00,0.12,(vco),
17/05/1990 00:00,0.12,(vco),
18/05/1990 00:00,0.11,(vco),
19/05/1990 00:00,0.08,(vco),
20/05/1990 00:00,0.07,(vco),
21/05/1990 00:00,0.05,(vco),
22/05/1990 00:00,0.03,(vco),
23/05/1990 00:00,0.03,(vco),
24/05/1990 00:00,0.02,(vco),
25/05/1990 00:00,0.01,(vco),
26/05/1990 00:00,0.01,(vco),
27/05/1990 00:00,0.01,(vco),
28/05/1990 00:00,0.01,(vco),
29/05/1990 00:00,0.01,(vco),
30/05/1990 00:00,0.01,(vco),
31/05/1990 00:00,0.01,(vco),
01/06/1990 00:00,0.01,(vco),
02/06/1990 00:00,0.01,(vco),
03/06/1990 00:00,0.01,(vco),
04/06/1990 00:00,0.01,(vco),
05/06/1990 00:00,0.01,(vco),
06/06/1990 00:00,0.01,(vco),
07/06/1990 00:00,0.01,(vco),
08/06/1990 00:00,0.01,(vco),
09/06/1990 00:00,0,(vco),
10/06/1990 00:00,0,(vco),
11/06/1990 00:00,0,(vco),
12/06/1990 00:00,0,(vco),
13/06/1990 00:00,0,(vco),
14/06/1990 00:00,0,(vco),
15/06/1990 00:00,0,(vco),
16/06/1990 00:00,0,(vco),
17/06/1990 00:00,0,(vco),
18/06/1990 00:00,0,(vco),
19/06/1990 00:00,0,(vco),
20/06/1990 00:00,0,(vco),
21/06/1990 00:00,0,(vco),
22/06/1990 00:00,0,(vco),
23/06/1990 00:00,0,(vco),
24/06/1990 00:00,0,(vco),
25/06/1990 00:00,0,(vco),
26/06/1990 00:00,0,(vco),
27/06/1990 00:00,0,(vco),
28/06/1990 00:00,0,(vco),
29/06/1990 00:00,0,(vco),
30/06/1990 00:00,0,(vco),
01/07/1990 00:00,0,(vco),
02/07/1990 00:00,0,(vco),
03/07/1990 00:00,0,(vco),
04/07/1990 00:00,0,(vco),
05/07/1990 00:00,0,(vco),
06/07/1990 00:00,0,(vco),
07/07/1990 00:00,0,(vco),
08/07/1990 00:00,0,(vco),
09/07/1990 00:00,0,(vco),
10/07/1990 00:00,0,(vco),
11/07/1990 00:00,0,(vco),
12/07/1990 00:00,0,(vco),
13/07/1990 00:00,0,(vco),
14/07/1990 00:00,0,(vco),
15/07/1990 00:00,0,(vco),
16/07/1990 00:00,0,(vco),
17/07/1990 00:00,0,(vco),
18/07/1990 00:00,0,(vco),
19/07/1990 00:00,0,(vco),
20/07/1990 00:00,0,(vco),
21/07/1990 00:00,0,(vco),
22/07/1990 00:00,0,(vco),
23/07/1990 00:00,0,(vco),
24/07/1990 00:00,0,(vco),
25/07/1990 00:00,0,(vco),
26/07/1990 00:00,0,(vco),
27/07/1990 00:00,0,(vco),
28/07/1990 00:00,0,(vco),
29/07/1990 00:00,0,(vco),
30/07/1990 00:00,0,(vco),
31/07/1990 00:00,0,(vco),
01/08/1990 00:00,0,(vco),
02/08/1990 00:00,0,(vco),
03/08/1990 00:00,0,(vco),
04/08/1990 00:00,0,(vco),
05/08/1990 00:00,0,(vco),
06/08/1990 00:00,0,(vco),
07/08/1990 00:00,0,(vco),
08/08/1990 00:00,0,(vco),
09/08/1990 00:00,0,(vco),
10/08/1990 00:00,0,(vco),
11/08/1990 00:00,0,(vco),
12/08/1990 00:00,0,(vco),
13/08/1990 00:00,0,(vco),
14/08/1990 00:00,0,(vco),
15/08/1990 00:00,0,(vco),
16/08/1990 00:00,0,(vco),
17/08/1990 00:00,0,(vco),
18/08/1990 00:00,0,(vco),
19/08/1990 00:00,0,(vco),
20/08/1990 00:00,0,(vco),
21/08/1990 00:00,0,(vco),
22/08/1990 00:00,0,(vco),
23/08/1990 00:00,0,(vco),
24/08/1990 00:00,0,(vco),
25/08/1990 00:00,0,(vco),
26/08/1990 00:00,0,(vco),
27/08/1990 00:00,0,(vco),
28/08/1990 00:00,0,(vco),
29/08/1990 00:00,0,(vco),
30/08/1990 00:00,0,(vco),
31/08/1990 00:00,0,(vco),
01/09/1990 00:00,0,(vco),
02/09/1990 00:00,0,(vco),
03/09/1990 00:00,0,(vco),
04/09/1990 00:00,0,(vco),
05/09/1990 00:00,0,(vco),
06/09/1990 00:00,0,(vco),
07/09/1990 00:00,0,(vco),
08/09/1990 00:00,0,(vco),
09/09/1990 00:00,0,(vco),
10/09/1990 00:00,0,(vco),
11/09/1990 00:00,0,(vco),
12/09/1990 00:00,0,(vco),
13/09/1990 00:00,0,(vco),
14/09/1990 00:00,0,(vco),
15/09/1990 00:00,0,(vco),
16/09/1990 00:00,0,(vco),
17/09/1990 00:00,0,(vco),
18/09/1990 00:00,0,(vco),
19/09/1990 00:00,0,(vco),
20/09/1990 00:00,0,(vco),
21/09/1990 00:00,0,(vco),
22/09/1990 00:00,0,(vco),
23/09/1990 00:00,0,(vco),
24/09/1990 00:00,0,(vco),
25/09/1990 00:00,0,(vco),
26/09/1990 00:00,0,(vco),
27/09/1990 00:00,0,(vco),
28/09/1990 00:00,0,(vco),
29/09/1990 00:00,0,(vco),
30/09/1990 00:00,0,(vco),
25/07/2001 00:00,0,(vau),
26/07/2001 00:00,0,(vau),
27/07/2001 00:00,0,(vau),
28/07/2001 00:00,0,(vau),
29/07/2001 00:00,0,(vau),
30/07/2001 00:00,0,(vau),
31/07/2001 00:00,0,(vau),
01/08/2001 00:00,0,(vau),
02/08/2001 00:00,0,(vau),
03/08/2001 00:00,0,(vau),
04/08/2001 00:00,0,(vau),
05/08/2001 00:00,0,(vau),
06/08/2001 00:00,0,(vau),
07/08/2001 00:00,0,(vau),
08/08/2001 00:00,0,(vau),
09/08/2001 00:00,0,(vau),
10/08/2001 00:00,0,(vau),
11/08/2001 00:00,0,(vau),
12/08/2001 00:00,0,(vau),
13/08/2001 00:00,0,(vau),
14/08/2001 00:00,0,(vau),
15/08/2001 00:00,0,(vau),
16/08/2001 00:00,0,(vau),
17/08/2001 00:00,0,(vau),
18/08/2001 00:00,0,(vau),
19/08/2001 00:00,0,(vau),
20/08/2001 00:00,0,(vau),
21/08/2001 00:00,0,(vau),
22/08/2001 00:00,0,(vau),
23/08/2001 00:00,0,(vau),
24/08/2001 00:00,0,(vau),
25/08/2001 00:00,0,(vau),
26/08/2001 00:00,0,(vau),
27/08/2001 00:00,0,(vau),
28/08/2001 00:00,0,(vau),
29/08/2001 00:00,0,(vau),
30/08/2001 00:00,0,(vau),
31/08/2001 00:00,0,(vau),
01/09/2001 00:00,0,(vau),
02/09/2001 00:00,0,(vau),
03/09/2001 00:00,0,(vau),
04/09/2001 00:00,0,(vau),
05/09/2001 00:00,0,(vau),
06/09/2001 00:00,0,(vau),
07/09/2001 00:00,0,(vau),
08/09/2001 00:00,0,(vau),
09/09/2001 00:00,0,(vau),
10/09/2001 00:00,0,(vau),
11/09/2001 00:00,0,(vau),
12/09/2001 00:00,0,(vau),
13/09/2001 00:00,0,(vau),
14/09/2001 00:00,0,(vau),
15/09/2001 00:00,0,(vau),
16/09/2001 00:00,0,(vau),
17/09/2001 00:00,0,(vau),
18/09/2001 00:00,0,(vau),
19/09/2001 00:00,0,(vau),
20/09/2001 00:00,0,(vau),
21/09/2001 00:00,0,(vau),
22/09/2001 00:00,0,(vau),
23/09/2001 00:00,0,(vau),
24/09/2001 00:00,0,(vau),
25/09/2001 00:00,0.28,(vau),
26/09/2001 00:00,0.17,(vau),
27/09/2001 00:00,0,(vau),
28/09/2001 00:00,0.21,(vau),
29/09/2001 00:00,0,(vau),
30/09/2001 00:00,0,(vau),
01/10/2001 00:00,0,(vau),
02/10/2001 00:00,0,(vau),
03/10/2001 00:00,0,(vau),
04/10/2001 00:00,0,(vau),
05/10/2001 00:00,0,(vau),
06/10/2001 00:00,0.6,(vau),
07/10/2001 00:00,1.08,(vau),
08/10/2001 00:00,0.95,(vau),
09/10/2001 00:00,0.81,(vau),
10/10/2001 00:00,0.68,(vau),
11/10/2001 00:00,0.68,(vau),
12/10/2001 00:00,0.71,(vau),
13/10/2001 00:00,0.65,(vau),
14/10/2001 00:00,0.59,(vau),
15/10/2001 00:00,0.6,(vau),
16/10/2001 00:00,0.58,(vau),
17/10/2001 00:00,0.45,(vau),
18/10/2001 00:00,0.57,(vau),
19/10/2001 00:00,0.73,(vau),
20/10/2001 00:00,1.1,(vau),
21/10/2001 00:00,1.26,(vau),
22/10/2001 00:00,1.08,(vau),
23/10/2001 00:00,1.09,(vau),
24/10/2001 00:00,1.07,(vau),
25/10/2001 00:00,0.95,(vau),
26/10/2001 00:00,0.86,(vau),
27/10/2001 00:00,0.8,(vau),
28/10/2001 00:00,0.8,(vau),
29/10/2001 00:00,0.74,(vau),
30/10/2001 00:00,0.69,(vau),
31/10/2001 00:00,0.68,(vau),
01/11/2001 00:00,0.67,(vau),
02/11/2001 00:00,0.63,(vau),
03/11/2001 00:00,0.59,(vau),
04/11/2001 00:00,0.57,(vau),
05/11/2001 00:00,0.52,(vau),
06/11/2001 00:00,0.12,(vau),
07/11/2001 00:00,0.12,(vau),
08/11/2001 00:00,0,(vau),
09/11/2001 00:00,0,(vau),
10/11/2001 00:00,0,(vau),
11/11/2001 00:00,0,(vau),
12/11/2001 00:00,0,(vau),
13/11/2001 00:00,0,(vau),
14/11/2001 00:00,0,(vau),
15/11/2001 00:00,0,(vau),
16/11/2001 00:00,0,(vau),
17/11/2001 00:00,0,(vau),
18/11/2001 00:00,0,(vau),
19/11/2001 00:00,0,(vau),
20/11/2001 00:00,0,(vau),
21/11/2001 00:00,0,(vau),
22/11/2001 00:00,0,(vau),
23/11/2001 00:00,0,(vau),
24/11/2001 00:00,0,(vau),
25/11/2001 00:00,0,(vau),
26/11/2001 00:00,0,(vau),
27/11/2001 00:00,0,(vau),
28/11/2001 00:00,0,(vau),
29/11/2001 00:00,0,(vau),
30/11/2001 00:00,0,(vau),
01/12/2001 00:00,0,(vau),
02/12/2001 00:00,0,(vau),
03/12/2001 00:00,0,(vau),
04/12/2001 00:00,0,(vau),
05/12/2001 00:00,0,(vau),
06/12/2001 00:00,0,(vau),
07/12/2001 00:00,0,(vau),
08/12/2001 00:00,0,(vau),
09/12/2001 00:00,0,(vau),
10/12/2001 00:00,0,(vau),
11/12/2001 00:00,0,(vau),
12/12/2001 00:00,0,(vau),
13/12/2001 00:00,0,(vau),
14/12/2001 00:00,0,(vau),
15/12/2001 00:00,0,(vau),
16/12/2001 00:00,0,(vau),
17/12/2001 00:00,0,(vau),
18/12/2001 00:00,0,(vau),
19/12/2001 00:00,0,(vau),
20/12/2001 00:00,0,(vau),
21/12/2001 00:00,0,(vau),
22/12/2001 00:00,0,(vau),
23/12/2001 00:00,0,(vau),
24/12/2001 00:00,0,(vau),
25/12/2001 00:00,0,(vau),
26/12/2001 00:00,0,(vau),
27/12/2001 00:00,0,(vau),
28/12/2001 00:00,0,(vau),
29/12/2001 00:00,0,(vau),
30/12/2001 00:00,0,(vau),
31/12/2001 00:00,0,(vau),
01/01/2002 00:00,0,(vau),
02/01/2002 00:00,0.27,(vau),
03/01/2002 00:00,0.77,(vau),
04/01/2002 00:00,0.95,(vau),
05/01/2002 00:00,0.79,(vau),
06/01/2002 00:00,0.69,(vau),
07/01/2002 00:00,0.35,(vau),
08/01/2002 00:00,0.4,(vau),
09/01/2002 00:00,0.36,(vau),
10/01/2002 00:00,0,(vau),
11/01/2002 00:00,0,(vau),
12/01/2002 00:00,0,(vau),
13/01/2002 00:00,0,(vau),
14/01/2002 00:00,0,(vau),
15/01/2002 00:00,0,(vau),
16/01/2002 00:00,0,(vau),
17/01/2002 00:00,0,(vau),
18/01/2002 00:00,0,(vau),
19/01/2002 00:00,0,(vau),
20/01/2002 00:00,0,(vau),
21/01/2002 00:00,0,(vau),
22/01/2002 00:00,0.25,(vau),
23/01/2002 00:00,7.42,(vau),
24/01/2002 00:00,2.62,(vau),
25/01/2002 00:00,1.72,(vau),
26/01/2002 00:00,1.48,(vau),
27/01/2002 00:00,1.33,(vau),
28/01/2002 00:00,1.18,(vau),
29/01/2002 00:00,1.13,(vau),
30/01/2002 00:00,1.06,(vau),
31/01/2002 00:00,1.05,(vau),
01/02/2002 00:00,0.99,(vau),
02/02/2002 00:00,0.92,(vau),
03/02/2002 00:00,1,(vau),
04/02/2002 00:00,1.26,(vau),
05/02/2002 00:00,1.24,(vau),
06/02/2002 00:00,1.35,(vau),
08/02/2002 00:00,4.02,(vau),
09/02/2002 00:00,3.45,(vau),
10/02/2002 00:00,3.17,(vau),
11/02/2002 00:00,2.77,(vau),
12/02/2002 00:00,2.52,(vau),
13/02/2002 00:00,2.35,(vau),
14/02/2002 00:00,2.15,(vau),
15/02/2002 00:00,1.86,(vau),
16/02/2002 00:00,1.67,(vau),
17/02/2002 00:00,1.5,(vau),
18/02/2002 00:00,1.34,(vau),
19/02/2002 00:00,1.18,(vau),
20/02/2002 00:00,1.62,(vau),
21/02/2002 00:00,1.26,(vau),
22/02/2002 00:00,1.09,(vau),
23/02/2002 00:00,0.97,(vau),
24/02/2002 00:00,0.9,(vau),
25/02/2002 00:00,0.86,(vau),
26/02/2002 00:00,0.8,(vau),
27/02/2002 00:00,0.79,(vau),
28/02/2002 00:00,0.83,(vau),
01/03/2002 00:00,1.14,(vau),
02/03/2002 00:00,1.3,(vau),
03/03/2002 00:00,1.56,(vau),
04/03/2002 00:00,1.77,(vau),
05/03/2002 00:00,2.58,(vau),
06/03/2002 00:00,2.22,(vau),
07/03/2002 00:00,1.51,(vau),
08/03/2002 00:00,1.25,(vau),
09/03/2002 00:00,1.02,(vau),
10/03/2002 00:00,0.98,(vau),
11/03/2002 00:00,0.25,(vau),
12/03/2002 00:00,0.99,(vau),
13/03/2002 00:00,25.49,(vau),
14/03/2002 00:00,59.09,(vau),
15/03/2002 00:00,33.01,(vau),
16/03/2002 00:00,25.84,(vau),
17/03/2002 00:00,30.3,(vau),
18/03/2002 00:00,39.38,(vau),
19/03/2002 00:00,18.5,(vau),
20/03/2002 00:00,14.22,(vau),
21/03/2002 00:00,11.35,(vau),
22/03/2002 00:00,9.51,(vau),
23/03/2002 00:00,8.22,(vau),
24/03/2002 00:00,7,(vau),
25/03/2002 00:00,6.11,(vau),
26/03/2002 00:00,5.36,(vau),
27/03/2002 00:00,4.71,(vau),
28/03/2002 00:00,4.17,(vau),
29/03/2002 00:00,3.59,(vau),
30/03/2002 00:00,2.49,(vau),
31/03/2002 00:00,2.89,(vau),
01/04/2002 00:00,3.03,(vau),
02/04/2002 00:00,3.26,(vau),
03/04/2002 00:00,2.7,(vau),
04/04/2002 00:00,2.56,(vau),
05/04/2002 00:00,2.65,(vau),
06/04/2002 00:00,3.28,(vau),
07/04/2002 00:00,4.97,(vau),
08/04/2002 00:00,9.67,(vau),
09/04/2002 00:00,8.04,(vau),
10/04/2002 00:00,8.29,(vau),
11/04/2002 00:00,8.74,(vau),
12/04/2002 00:00,6.27,(vau),
13/04/2002 00:00,5.07,(vau),
14/04/2002 00:00,4.43,(vau),
15/04/2002 00:00,4,(vau),
16/04/2002 00:00,3.59,(vau),
17/04/2002 00:00,3.33,(vau),
18/04/2002 00:00,3.17,(vau),
19/04/2002 00:00,2.96,(vau),
20/04/2002 00:00,2.79,(vau),
21/04/2002 00:00,2.66,(vau),
22/04/2002 00:00,2.43,(vau),
23/04/2002 00:00,2.26,(vau),
24/04/2002 00:00,2.1,(vau),
25/04/2002 00:00,1.96,(vau),
26/04/2002 00:00,1.83,(vau),
27/04/2002 00:00,1.74,(vau),
28/04/2002 00:00,1.62,(vau),
29/04/2002 00:00,1.54,(vau),
30/04/2002 00:00,1.49,(vau),
01/05/2002 00:00,1.44,(vau),
02/05/2002 00:00,1.38,(vau),
03/05/2002 00:00,1.33,(vau),
04/05/2002 00:00,1.32,(vau),
05/05/2002 00:00,1.35,(vau),
06/05/2002 00:00,1.32,(vau),
07/05/2002 00:00,1.32,(vau),
08/05/2002 00:00,1.53,(vau),
09/05/2002 00:00,1.62,(vau),
10/05/2002 00:00,1.66,(vau),
11/05/2002 00:00,1.56,(vau),
12/05/2002 00:00,1.44,(vau),
13/05/2002 00:00,1.36,(vau),
14/05/2002 00:00,1.3,(vau),
15/05/2002 00:00,1.23,(vau),
16/05/2002 00:00,1.13,(vau),
17/05/2002 00:00,1.05,(vau),
18/05/2002 00:00,0.94,(vau),
19/05/2002 00:00,0.85,(vau),
20/05/2002 00:00,0.65,(vau),
21/05/2002 00:00,0.88,(vau),
22/05/2002 00:00,0.89,(vau),
23/05/2002 00:00,0.74,(vau),
24/05/2002 00:00,0.68,(vau),
25/05/2002 00:00,0.67,(vau),
26/05/2002 00:00,0.61,(vau),
27/05/2002 00:00,0.63,(vau),
28/05/2002 00:00,0.63,(vau),
29/05/2002 00:00,0.64,(vau),
30/05/2002 00:00,0.64,(vau),
31/05/2002 00:00,0.63,(vau),
01/06/2002 00:00,0.64,(vau),
02/06/2002 00:00,0.63,(vau),
03/06/2002 00:00,0.63,(vau),
04/06/2002 00:00,0.63,(vau),
05/06/2002 00:00,0.63,(vau),
06/06/2002 00:00,0.63,(vau),
07/06/2002 00:00,0.63,(vau),
08/06/2002 00:00,0.63,(vau),
09/06/2002 00:00,0.63,(vau),
10/06/2002 00:00,0.64,(vau),
11/06/2002 00:00,0.63,(vau),
12/06/2002 00:00,0.64,(vau),
13/06/2002 00:00,0.63,(vau),
14/06/2002 00:00,0.63,(vau),
15/06/2002 00:00,0.64,(vau),
16/06/2002 00:00,0.64,(vau),
17/06/2002 00:00,0.64,(vau),
18/06/2002 00:00,0.63,(vau),
19/06/2002 00:00,0.63,(vau),
20/06/2002 00:00,0.63,(vau),
21/06/2002 00:00,0.64,(vau),
22/06/2002 00:00,0.64,(vau),
23/06/2002 00:00,0.63,(vau),
24/06/2002 00:00,0.63,(vau),
25/06/2002 00:00,0.63,(vau),
26/06/2002 00:00,0.64,(vau),
27/06/2002 00:00,0.63,(vau),
28/06/2002 00:00,0.63,(vau),
29/06/2002 00:00,0.64,(vau),
30/06/2002 00:00,0.64,(vau),
01/07/2002 00:00,0.64,(vau),
02/07/2002 00:00,0.64,(vau),
03/07/2002 00:00,0.64,(vau),
04/07/2002 00:00,0.64,(vau),
05/07/2002 00:00,0.64,(vau),
06/07/2002 00:00,0.63,(vau),
07/07/2002 00:00,0.63,(vau),
08/07/2002 00:00,0.63,(vau),
09/07/2002 00:00,0.63,(vau),
10/07/2002 00:00,0.64,(vau),
11/07/2002 00:00,0.63,(vau),
12/07/2002 00:00,0.63,(vau),
13/07/2002 00:00,0.64,(vau),
15/07/2002 00:00,0.64,(vau),
16/07/2002 00:00,0.64,(vau),
17/07/2002 00:00,0.64,(vau),
18/07/2002 00:00,0.64,(vau),
19/07/2002 00:00,0.64,(vau),
20/07/2002 00:00,0.64,(vau),
21/07/2002 00:00,0.64,(vau),
22/07/2002 00:00,0.63,(vau),
23/07/2002 00:00,0.64,(vau),
24/07/2002 00:00,0.64,(vau),
25/07/2002 00:00,0.64,(vau),
17/08/2002 00:00,0.66,(vau),
23/08/2002 00:00,0.75,(vau),
01/09/2002 00:00,0.67,(vau),
02/09/2002 00:00,0.66,(vau),
03/09/2002 00:00,0.68,(vau),
04/09/2002 00:00,0.67,(vau),
05/09/2002 00:00,0.66,(vau),
06/09/2002 00:00,0.66,(vau),
07/09/2002 00:00,0.66,(vau),
08/09/2002 00:00,0.68,(vau),
09/09/2002 00:00,0.66,(vau),
10/09/2002 00:00,0.65,(vau),
11/09/2002 00:00,0.66,(vau),
12/09/2002 00:00,0.67,(vau),
13/09/2002 00:00,0.67,(vau),
14/09/2002 00:00,0.68,(vau),
15/09/2002 00:00,0.68,(vau),
16/09/2002 00:00,0.68,(vau),
17/09/2002 00:00,0.68,(vau),
18/09/2002 00:00,0.68,(vau),
19/09/2002 00:00,0.68,(vau),
20/09/2002 00:00,0.68,(vau),
21/09/2002 00:00,0.68,(vau),
22/09/2002 00:00,1.15,(vau),
23/09/2002 00:00,1.88,(vau),
24/09/2002 00:00,1.85,(vau),
25/09/2002 00:00,1.7,(vau),
26/09/2002 00:00,1.47,(vau),
27/09/2002 00:00,1.22,(vau),
28/09/2002 00:00,1.18,(vau),
29/09/2002 00:00,1.27,(vau),
30/09/2002 00:00,0.96,(vau),
01/10/2002 00:00,0.7,(vau),
02/10/2002 00:00,0.93,(vau),
03/10/2002 00:00,1.23,(vau),
04/10/2002 00:00,0.91,(vau),
05/10/2002 00:00,0.94,(vau),
06/10/2002 00:00,0.97,(vau),
07/10/2002 00:00,0.87,(vau),
08/10/2002 00:00,0.9,(vau),
09/10/2002 00:00,0.91,(vau),
10/10/2002 00:00,0.86,(vau),
11/10/2002 00:00,1.2,(vau),
12/10/2002 00:00,1.43,(vau),
13/10/2002 00:00,1.25,(vau),
14/10/2002 00:00,1.02,(vau),
15/10/2002 00:00,0.83,(vau),
16/10/2002 00:00,0.86,(vau),
17/10/2002 00:00,0.8,(vau),
18/10/2002 00:00,0.77,(vau),
19/10/2002 00:00,0.84,(vau),
20/10/2002 00:00,0.94,(vau),
21/10/2002 00:00,0.94,(vau),
23/10/2002 00:00,1.95,(vau),
24/10/2002 00:00,1.68,(vau),
25/10/2002 00:00,1.39,(vau),
26/10/2002 00:00,1.29,(vau),
27/10/2002 00:00,1.11,(vau),
28/10/2002 00:00,1.01,(vau),
29/10/2002 00:00,0.93,(vau),
30/10/2002 00:00,1.1,(vau),
31/10/2002 00:00,0.94,(vau),
01/11/2002 00:00,1.05,(vau),
02/11/2002 00:00,1.45,(vau),
03/11/2002 00:00,1.25,(vau),
04/11/2002 00:00,1.11,(vau),
05/11/2002 00:00,1.04,(vau),
06/11/2002 00:00,0.99,(vau),
07/11/2002 00:00,1,(vau),
08/11/2002 00:00,0.93,(vau),
09/11/2002 00:00,0.88,(vau),
10/11/2002 00:00,0.97,(vau),
11/11/2002 00:00,1.1,(vau),
12/11/2002 00:00,1.12,(vau),
13/11/2002 00:00,1.16,(vau),
14/11/2002 00:00,2.44,(vau),
15/11/2002 00:00,4.85,(vau),
16/11/2002 00:00,3.8,(vau),
17/11/2002 00:00,2.93,(vau),
18/11/2002 00:00,2.64,(vau),
19/11/2002 00:00,7.87,(vau),
20/11/2002 00:00,10.06,(vau),
21/11/2002 00:00,7.84,(vau),
22/11/2002 00:00,9.02,(vau),
23/11/2002 00:00,15.39,(vau),
24/11/2002 00:00,14.5,(vau),
25/11/2002 00:00,13.57,(vau),
26/11/2002 00:00,8.91,(vau),
27/11/2002 00:00,9.33,(vau),
28/11/2002 00:00,11.49,(vau),
29/11/2002 00:00,8.94,(vau),
30/11/2002 00:00,7.52,(vau),
01/12/2002 00:00,6.87,(vau),
02/12/2002 00:00,6.97,(vau),
03/12/2002 00:00,6.55,(vau),
04/12/2002 00:00,6.01,(vau),
05/12/2002 00:00,5.69,(vau),
06/12/2002 00:00,5.21,(vau),
07/12/2002 00:00,4.84,(vau),
08/12/2002 00:00,4.59,(vau),
09/12/2002 00:00,4.59,(vau),
10/12/2002 00:00,8.5,(vau),
11/12/2002 00:00,13.21,(vau),
12/12/2002 00:00,8.31,(vau),
13/12/2002 00:00,7.35,(vau),
14/12/2002 00:00,22.01,(vau),
15/12/2002 00:00,11.09,(vau),
16/12/2002 00:00,8.77,(vau),
17/12/2002 00:00,35.23,(vau),
18/12/2002 00:00,44.42,(vau),
19/12/2002 00:00,15.95,(vau),
20/12/2002 00:00,12.84,(vau),
21/12/2002 00:00,10.09,(vau),
22/12/2002 00:00,8.83,(vau),
23/12/2002 00:00,9.1,(vau),
24/12/2002 00:00,11.36,(vau),
25/12/2002 00:00,19.18,(vau),
26/12/2002 00:00,12.55,(vau),
27/12/2002 00:00,39.21,(vau),
28/12/2002 00:00,18.06,(vau),
29/12/2002 00:00,11.42,(vau),
30/12/2002 00:00,14.36,(vau),
31/12/2002 00:00,13.9,(vau),
01/01/2003 00:00,11.88,(vau),
02/01/2003 00:00,17.67,(vau),
03/01/2003 00:00,22.83,(vau),
04/01/2003 00:00,13.14,(vau),
05/01/2003 00:00,12.43,(vau),
06/01/2003 00:00,20.76,(vau),
07/01/2003 00:00,26.5,(vau),
08/01/2003 00:00,27.49,(vau),
09/01/2003 00:00,45.24,(vau),
10/01/2003 00:00,19.23,(vau),
11/01/2003 00:00,12.51,(vau),
12/01/2003 00:00,10.54,(vau),
13/01/2003 00:00,9.14,(vau),
14/01/2003 00:00,8.3,(vau),
15/01/2003 00:00,7.79,(vau),
16/01/2003 00:00,7.34,(vau),
17/01/2003 00:00,6.9,(vau),
18/01/2003 00:00,7,(vau),
19/01/2003 00:00,22.77,(vau),
20/01/2003 00:00,34.28,(vau),
21/01/2003 00:00,72.03,(vau),
22/01/2003 00:00,21.14,(vau),
23/01/2003 00:00,16.94,(vau),
24/01/2003 00:00,11.51,(vau),
25/01/2003 00:00,9.99,(vau),
26/01/2003 00:00,8.83,(vau),
27/01/2003 00:00,8.11,(vau),
28/01/2003 00:00,7.58,(vau),
29/01/2003 00:00,7.11,(vau),
30/01/2003 00:00,6.54,(vau),
31/01/2003 00:00,6.26,(vau),
01/02/2003 00:00,5.74,(vau),
02/02/2003 00:00,5.48,(vau),
03/02/2003 00:00,5.37,(vau),
04/02/2003 00:00,5.31,(vau),
05/02/2003 00:00,5.18,(vau),
06/02/2003 00:00,4.95,(vau),
07/02/2003 00:00,4.85,(vau),
08/02/2003 00:00,4.91,(vau),
09/02/2003 00:00,4.73,(vau),
10/02/2003 00:00,4.49,(vau),
11/02/2003 00:00,4.29,(vau),
12/02/2003 00:00,4.34,(vau),
13/02/2003 00:00,4.4,(vau),
14/02/2003 00:00,4.18,(vau),
15/02/2003 00:00,3.97,(vau),
16/02/2003 00:00,3.75,(vau),
17/02/2003 00:00,3.6,(vau),
18/02/2003 00:00,3.81,(vau),
19/02/2003 00:00,25.33,(vau),
20/02/2003 00:00,26.23,(vau),
21/02/2003 00:00,13.27,(vau),
22/02/2003 00:00,30.83,(vau),
23/02/2003 00:00,15.23,(vau),
24/02/2003 00:00,17.14,(vau),
25/02/2003 00:00,45.1,(vau),
26/02/2003 00:00,47.58,(vau),
27/02/2003 00:00,45.41,(vau),
28/02/2003 00:00,16.71,(vau),
01/03/2003 00:00,13.02,(vau),
02/03/2003 00:00,12.28,(vau),
03/03/2003 00:00,10.57,(vau),
04/03/2003 00:00,9.53,(vau),
05/03/2003 00:00,8.79,(vau),
06/03/2003 00:00,8.16,(vau),
07/03/2003 00:00,7.49,(vau),
08/03/2003 00:00,6.96,(vau),
09/03/2003 00:00,6.56,(vau),
10/03/2003 00:00,6.2,(vau),
11/03/2003 00:00,5.89,(vau),
12/03/2003 00:00,5.51,(vau),
13/03/2003 00:00,5.35,(vau),
14/03/2003 00:00,5.16,(vau),
15/03/2003 00:00,4.92,(vau),
